trail ID,method,parameters,metrics,performance
126,logreg,C = 0.000214886983356; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 0.0606697682009,f1 and cv,0.743 +- 0.086
127,logreg,C = 0.0149215712074; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 0.013252790367,f1 and cv,0.772 +- 0.200
128,mlp,_scale = True; activation = logistic; alpha = 0.00674379437133; batch_size = auto; hidden_layer_sizes[0] = 234; learning_rate = adaptive; learning_rate_init = 0.315733576239; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.256 +- 0.629
129,mlp,_scale = True; activation = logistic; alpha = 0.00225251596382; batch_size = auto; hidden_layer_sizes[0] = 296; learning_rate = adaptive; learning_rate_init = 0.117927780645; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.400 +- 0.653
130,mlp,_scale = True; activation = tanh; alpha = 0.00250989500273; batch_size = auto; hidden_layer_sizes[0] = 261; hidden_layer_sizes[1] = 29; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.765 +- 0.164
131,mlp,_scale = True; activation = tanh; alpha = 0.00717527438859; batch_size = auto; hidden_layer_sizes[0] = 281; hidden_layer_sizes[1] = 21; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.626 +- 0.161
132,mlp,_scale = True; activation = relu; alpha = 0.00627663522928; batch_size = auto; hidden_layer_sizes[0] = 7; hidden_layer_sizes[1] = 57; hidden_layer_sizes[2] = 287; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.737 +- 0.290
133,mlp,_scale = True; activation = relu; alpha = 0.00877694108375; batch_size = auto; hidden_layer_sizes[0] = 188; hidden_layer_sizes[1] = 285; hidden_layer_sizes[2] = 287; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.719 +- 0.477
134,mlp,_scale = True; activation = logistic; alpha = 0.00573644572307; batch_size = auto; hidden_layer_sizes[0] = 263; hidden_layer_sizes[1] = 108; learning_rate = invscaling; learning_rate_init = 0.409766285581; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.240 +- 0.640
135,mlp,_scale = True; activation = logistic; alpha = 0.000438855779034; batch_size = auto; hidden_layer_sizes[0] = 120; hidden_layer_sizes[1] = 262; learning_rate = invscaling; learning_rate_init = 0.595116141461; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.246 +- 0.603
136,mlp,_scale = True; activation = identity; alpha = 0.00498270430181; batch_size = auto; hidden_layer_sizes[0] = 41; hidden_layer_sizes[1] = 145; learning_rate = adaptive; learning_rate_init = 0.258447206553; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.722 +- 0.491
137,mlp,_scale = True; activation = identity; alpha = 0.00843062651055; batch_size = auto; hidden_layer_sizes[0] = 285; hidden_layer_sizes[1] = 250; learning_rate = adaptive; learning_rate_init = 0.200867030817; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.665 +- 0.248
138,mlp,_scale = True; activation = tanh; alpha = 0.00388333311812; batch_size = auto; beta_1 = 0.871947033336; beta_2 = 0.897936169998; hidden_layer_sizes[0] = 78; hidden_layer_sizes[1] = 184; hidden_layer_sizes[2] = 241; learning_rate_init = 0.339093791529; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.394 +- 0.370
139,mlp,_scale = True; activation = tanh; alpha = 0.00254041083504; batch_size = auto; beta_1 = 0.890001067675; beta_2 = 0.995239587889; hidden_layer_sizes[0] = 134; hidden_layer_sizes[1] = 138; hidden_layer_sizes[2] = 298; learning_rate_init = 0.6329508392; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.720 +- 0.249
140,logreg,C = 0.000169227404116; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 4.40641336764e-05,f1 and cv,0.679 +- 0.189
141,logreg,C = 8145.17905037; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 1.09895176679,f1 and cv,0.805 +- 0.245
142,mlp,_scale = True; activation = tanh; alpha = 0.00254330722049; batch_size = auto; hidden_layer_sizes[0] = 136; learning_rate = constant; learning_rate_init = 0.917409557426; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.894 +- 0.194
143,mlp,_scale = True; activation = tanh; alpha = 0.00258248944698; batch_size = auto; hidden_layer_sizes[0] = 277; learning_rate = constant; learning_rate_init = 0.0852553336674; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.776 +- 0.231
144,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = chebyshev; n_neighbors = 6; weights = distance,f1 and cv,0.741 +- 0.123
145,knn,_scale = True; algorithm = kd_tree; leaf_size = 7; metric = chebyshev; n_neighbors = 12; weights = distance,f1 and cv,0.715 +- 0.189
146,logreg,C = 5936.16635027; _scale = True; class_weight = balanced; dual = False; fit_intercept = False; penalty = l2; tol = 0.000765762014002,f1 and cv,0.714 +- 0.486
147,logreg,C = 106.176591673; _scale = True; class_weight = balanced; dual = False; fit_intercept = False; penalty = l2; tol = 634.086502893,f1 and cv,0.000 +- 0.000
148,knn,_scale = True; algorithm = ball_tree; leaf_size = 36; metric = minkowski; n_neighbors = 19; p = 2; weights = distance,f1 and cv,0.736 +- 0.138
149,knn,_scale = True; algorithm = ball_tree; leaf_size = 27; metric = minkowski; n_neighbors = 17; p = 2; weights = distance,f1 and cv,0.785 +- 0.149
150,mlp,_scale = True; activation = tanh; alpha = 0.00128966913907; batch_size = auto; hidden_layer_sizes[0] = 156; learning_rate = adaptive; learning_rate_init = 0.393032014951; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.838 +- 0.191
151,mlp,_scale = True; activation = tanh; alpha = 0.00846265747264; batch_size = auto; hidden_layer_sizes[0] = 137; learning_rate = adaptive; learning_rate_init = 0.937994496757; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.648 +- 0.198
152,knn,_scale = True; algorithm = kd_tree; leaf_size = 48; metric = euclidean; n_neighbors = 3; weights = uniform,f1 and cv,0.761 +- 0.347
153,knn,_scale = True; algorithm = kd_tree; leaf_size = 11; metric = euclidean; n_neighbors = 4; weights = uniform,f1 and cv,0.646 +- 0.487
154,svm,C = 0.00967371320032; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.699 +- 0.361
155,knn,_scale = True; algorithm = ball_tree; leaf_size = 3; metric = minkowski; n_neighbors = 3; p = 2; weights = uniform,f1 and cv,0.620 +- 0.388
156,knn,_scale = True; algorithm = ball_tree; leaf_size = 3; metric = minkowski; n_neighbors = 10; p = 2; weights = uniform,f1 and cv,0.693 +- 0.136
157,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 20; p = 3; weights = distance,f1 and cv,0.749 +- 0.297
158,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 10; p = 1; weights = distance,f1 and cv,0.686 +- 0.187
159,svm,C = 3.08767056789e-05; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = -500; gamma = 0.000157995812159; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.000 +- 0.000
160,gp,kernel = rbf,f1 and cv,0.160 +- 0.392
161,mlp,_scale = True; activation = identity; alpha = 0.00409914752862; batch_size = auto; hidden_layer_sizes[0] = 10; hidden_layer_sizes[1] = 124; hidden_layer_sizes[2] = 198; learning_rate = adaptive; learning_rate_init = 0.803910784878; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
162,mlp,_scale = True; activation = relu; alpha = 0.000722975852489; batch_size = auto; hidden_layer_sizes[0] = 18; learning_rate = adaptive; learning_rate_init = 0.0589195024231; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.881 +- 0.162
163,mlp,_scale = True; activation = relu; alpha = 0.00276069690004; batch_size = auto; hidden_layer_sizes[0] = 98; learning_rate = adaptive; learning_rate_init = 0.582401488601; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.682 +- 0.486
164,mlp,_scale = True; activation = identity; alpha = 0.00290322408132; batch_size = auto; hidden_layer_sizes[0] = 145; hidden_layer_sizes[1] = 56; learning_rate = constant; learning_rate_init = 0.630712740026; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.634 +- 0.678
165,mlp,_scale = True; activation = identity; alpha = 0.0059401822615; batch_size = auto; hidden_layer_sizes[0] = 242; hidden_layer_sizes[1] = 69; learning_rate = constant; learning_rate_init = 0.783875604546; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.414 +- 0.524
166,mlp,_scale = True; activation = logistic; alpha = 0.00734691511846; batch_size = auto; beta_1 = 0.979837055634; beta_2 = 0.855015251651; hidden_layer_sizes[0] = 167; learning_rate_init = 0.0168683883515; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.747 +- 0.236
167,mlp,_scale = True; activation = logistic; alpha = 0.00183632302307; batch_size = auto; beta_1 = 0.906403478475; beta_2 = 0.829474115993; hidden_layer_sizes[0] = 53; learning_rate_init = 0.345052614046; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.571 +- 0.628
168,rf,criterion = gini; max_depth = 9; max_features = 0.804958345337; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.813 +- 0.389
169,rf,criterion = gini; max_depth = 8; max_features = 0.307667280453; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.848 +- 0.111
170,mlp,_scale = True; activation = relu; alpha = 0.0076573246351; batch_size = auto; hidden_layer_sizes[0] = 73; hidden_layer_sizes[1] = 151; hidden_layer_sizes[2] = 64; learning_rate = constant; learning_rate_init = 0.0473321470211; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.681 +- 0.295
171,mlp,_scale = True; activation = relu; alpha = 0.000685877164814; batch_size = auto; hidden_layer_sizes[0] = 200; hidden_layer_sizes[1] = 273; hidden_layer_sizes[2] = 93; learning_rate = constant; learning_rate_init = 0.779631789596; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.709 +- 0.213
172,svm,C = 227.602880751; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 334; degree = 5; gamma = 0.000267654535605; kernel = poly; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.567 +- 0.383
173,svm,C = 7.42631608244; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 953; degree = 3; gamma = 114.230318384; kernel = poly; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.831 +- 0.336
174,mlp,_scale = True; activation = logistic; alpha = 0.00456440558355; batch_size = auto; hidden_layer_sizes[0] = 56; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.754 +- 0.107
175,mlp,_scale = True; activation = logistic; alpha = 0.00349695731538; batch_size = auto; hidden_layer_sizes[0] = 299; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.718 +- 0.289
176,mlp,_scale = True; activation = identity; alpha = 0.00645683821149; batch_size = auto; hidden_layer_sizes[0] = 179; learning_rate = adaptive; learning_rate_init = 0.21123025271; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.648 +- 0.479
177,mlp,_scale = True; activation = identity; alpha = 0.00219027581371; batch_size = auto; hidden_layer_sizes[0] = 127; learning_rate = adaptive; learning_rate_init = 0.811623805271; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.642 +- 0.248
178,mlp,_scale = True; activation = logistic; alpha = 0.000441180339435; batch_size = auto; hidden_layer_sizes[0] = 281; hidden_layer_sizes[1] = 294; hidden_layer_sizes[2] = 147; learning_rate = constant; learning_rate_init = 0.937291815316; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.533 +- 0.533
179,mlp,_scale = True; activation = logistic; alpha = 0.000843572763542; batch_size = auto; hidden_layer_sizes[0] = 296; hidden_layer_sizes[1] = 169; hidden_layer_sizes[2] = 6; learning_rate = constant; learning_rate_init = 0.596167630544; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.390 +- 0.505
180,mlp,_scale = True; activation = relu; alpha = 0.00198848567947; batch_size = auto; hidden_layer_sizes[0] = 249; hidden_layer_sizes[1] = 238; hidden_layer_sizes[2] = 194; learning_rate = adaptive; learning_rate_init = 0.905428347836; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.835 +- 0.144
181,mlp,_scale = True; activation = relu; alpha = 0.00633666049544; batch_size = auto; hidden_layer_sizes[0] = 264; hidden_layer_sizes[1] = 85; hidden_layer_sizes[2] = 254; learning_rate = adaptive; learning_rate_init = 0.645189174426; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.753 +- 0.305
182,mlp,_scale = True; activation = tanh; alpha = 0.00264250357265; batch_size = auto; beta_1 = 0.888232994177; beta_2 = 0.93918716222; hidden_layer_sizes[0] = 252; learning_rate_init = 0.633018848284; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.766 +- 0.186
183,mlp,_scale = True; activation = tanh; alpha = 0.00352913577746; batch_size = auto; beta_1 = 0.963429454334; beta_2 = 0.815363692365; hidden_layer_sizes[0] = 264; learning_rate_init = 0.7703991828; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.755 +- 0.329
184,mlp,_scale = True; activation = logistic; alpha = 0.00559135751197; batch_size = auto; hidden_layer_sizes[0] = 64; hidden_layer_sizes[1] = 200; learning_rate = adaptive; learning_rate_init = 0.984715966475; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.279 +- 0.684
185,mlp,_scale = True; activation = logistic; alpha = 0.00602061069601; batch_size = auto; hidden_layer_sizes[0] = 74; hidden_layer_sizes[1] = 52; learning_rate = adaptive; learning_rate_init = 0.438185966665; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.267 +- 0.653
186,mlp,_scale = True; activation = tanh; alpha = 0.00473516959304; batch_size = auto; hidden_layer_sizes[0] = 185; hidden_layer_sizes[1] = 23; hidden_layer_sizes[2] = 298; learning_rate = constant; learning_rate_init = 0.345744308056; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.770 +- 0.200
187,mlp,_scale = True; activation = tanh; alpha = 0.00449996604742; batch_size = auto; hidden_layer_sizes[0] = 49; hidden_layer_sizes[1] = 160; hidden_layer_sizes[2] = 255; learning_rate = constant; learning_rate_init = 0.546664881572; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.669 +- 0.398
188,gp,kernel = matern; nu = 1.5,f1 and cv,0.474 +- 0.350
189,dt,criterion = entropy; max_depth = 2; max_features = 0.816003602121; min_samples_leaf = 2; min_samples_split = 2,f1 and cv,0.702 +- 0.228
190,dt,criterion = entropy; max_depth = 4; max_features = 0.175003521757; min_samples_leaf = 2; min_samples_split = 3,f1 and cv,0.631 +- 0.393
191,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = minkowski; n_neighbors = 6; p = 3; weights = uniform,f1 and cv,0.755 +- 0.286
192,knn,_scale = True; algorithm = kd_tree; leaf_size = 20; metric = minkowski; n_neighbors = 14; p = 3; weights = uniform,f1 and cv,0.775 +- 0.227
193,mlp,_scale = True; activation = identity; alpha = 0.00784529159537; batch_size = auto; hidden_layer_sizes[0] = 252; hidden_layer_sizes[1] = 130; hidden_layer_sizes[2] = 46; learning_rate = invscaling; learning_rate_init = 0.629852682622; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.663 +- 0.271
194,mlp,_scale = True; activation = identity; alpha = 0.000435166593065; batch_size = auto; hidden_layer_sizes[0] = 27; hidden_layer_sizes[1] = 213; hidden_layer_sizes[2] = 294; learning_rate = invscaling; learning_rate_init = 0.374984887497; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.652 +- 0.386
195,mlp,_scale = True; activation = logistic; alpha = 0.00876333613234; batch_size = auto; hidden_layer_sizes[0] = 114; hidden_layer_sizes[1] = 250; hidden_layer_sizes[2] = 35; learning_rate = invscaling; learning_rate_init = 0.383422487694; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.728 +- 0.043
196,mlp,_scale = True; activation = logistic; alpha = 0.000302510140249; batch_size = auto; hidden_layer_sizes[0] = 287; hidden_layer_sizes[1] = 109; hidden_layer_sizes[2] = 107; learning_rate = invscaling; learning_rate_init = 0.297023534052; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.686 +- 0.047
197,mlp,_scale = True; activation = identity; alpha = 0.00096205457469; batch_size = auto; hidden_layer_sizes[0] = 91; hidden_layer_sizes[1] = 139; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.826 +- 0.148
198,mlp,_scale = True; activation = identity; alpha = 0.000503623924711; batch_size = auto; hidden_layer_sizes[0] = 104; hidden_layer_sizes[1] = 173; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.761 +- 0.178
199,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 6; weights = uniform,f1 and cv,0.720 +- 0.156
