trail ID,method,parameters,metrics,performance
120,mlp,_scale = True; activation = relu; alpha = 0.00468474485894; batch_size = auto; hidden_layer_sizes[0] = 160; hidden_layer_sizes[1] = 208; hidden_layer_sizes[2] = 237; learning_rate = constant; learning_rate_init = 0.124026768608; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.775 +- 0.306
121,mlp,_scale = True; activation = relu; alpha = 0.00585513262572; batch_size = auto; hidden_layer_sizes[0] = 216; hidden_layer_sizes[1] = 191; hidden_layer_sizes[2] = 225; learning_rate = constant; learning_rate_init = 0.316155619041; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.742 +- 0.244
122,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = euclidean; n_neighbors = 13; weights = distance,f1 and cv,0.782 +- 0.323
123,knn,_scale = True; algorithm = ball_tree; leaf_size = 29; metric = euclidean; n_neighbors = 20; weights = distance,f1 and cv,0.741 +- 0.164
124,svm,C = 4418.48406248; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = -410; gamma = 0.0128200591314; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.000 +- 0.000
125,knn,_scale = True; algorithm = ball_tree; leaf_size = 16; metric = chebyshev; n_neighbors = 15; weights = distance,f1 and cv,0.660 +- 0.393
126,knn,_scale = True; algorithm = ball_tree; leaf_size = 14; metric = chebyshev; n_neighbors = 20; weights = distance,f1 and cv,0.585 +- 0.366
127,knn,_scale = True; algorithm = ball_tree; leaf_size = 35; metric = minkowski; n_neighbors = 7; p = 3; weights = uniform,f1 and cv,0.667 +- 0.146
128,knn,_scale = True; algorithm = ball_tree; leaf_size = 1; metric = minkowski; n_neighbors = 19; p = 3; weights = uniform,f1 and cv,0.623 +- 0.441
129,gp,kernel = matern; nu = 0.5,f1 and cv,0.451 +- 0.198
130,mlp,_scale = True; activation = logistic; alpha = 0.000492057617733; batch_size = auto; hidden_layer_sizes[0] = 183; hidden_layer_sizes[1] = 44; hidden_layer_sizes[2] = 22; learning_rate = adaptive; learning_rate_init = 0.0803546188134; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.747 +- 0.054
131,mlp,_scale = True; activation = logistic; alpha = 0.0061092024869; batch_size = auto; hidden_layer_sizes[0] = 245; hidden_layer_sizes[1] = 225; hidden_layer_sizes[2] = 115; learning_rate = adaptive; learning_rate_init = 0.261554783012; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.246 +- 0.603
132,dt,criterion = gini; max_depth = 9; max_features = 0.20530013294; min_samples_leaf = 3; min_samples_split = 4,f1 and cv,0.722 +- 0.431
133,dt,criterion = gini; max_depth = 5; max_features = 0.895429193079; min_samples_leaf = 2; min_samples_split = 4,f1 and cv,0.671 +- 0.226
134,mlp,_scale = True; activation = logistic; alpha = 0.00493337414245; batch_size = auto; hidden_layer_sizes[0] = 225; hidden_layer_sizes[1] = 249; learning_rate = constant; learning_rate_init = 0.388841600493; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.143 +- 0.571
135,mlp,_scale = True; activation = logistic; alpha = 0.00107313907428; batch_size = auto; hidden_layer_sizes[0] = 125; hidden_layer_sizes[1] = 79; learning_rate = constant; learning_rate_init = 0.913790170325; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.747 +- 0.054
136,svm,C = 0.000699346092196; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = -356; gamma = 2904.70602162; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.646 +- 0.050
137,mlp,_scale = True; activation = identity; alpha = 0.00734266673854; batch_size = auto; beta_1 = 0.961171981627; beta_2 = 0.888975972278; hidden_layer_sizes[0] = 257; hidden_layer_sizes[1] = 298; learning_rate_init = 0.414234249407; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.714 +- 0.328
138,mlp,_scale = True; activation = identity; alpha = 0.00161530133551; batch_size = auto; beta_1 = 0.936825982064; beta_2 = 0.95893046097; hidden_layer_sizes[0] = 164; hidden_layer_sizes[1] = 125; learning_rate_init = 0.453433432399; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.659 +- 0.427
139,mlp,_scale = True; activation = relu; alpha = 0.00163845695715; batch_size = auto; hidden_layer_sizes[0] = 284; learning_rate = adaptive; learning_rate_init = 0.429799911569; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.768 +- 0.312
140,mlp,_scale = True; activation = relu; alpha = 0.00657294944483; batch_size = auto; hidden_layer_sizes[0] = 203; learning_rate = adaptive; learning_rate_init = 0.451312921609; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.827 +- 0.195
141,knn,_scale = True; algorithm = ball_tree; leaf_size = 28; metric = manhattan; n_neighbors = 4; weights = uniform,f1 and cv,0.758 +- 0.155
142,knn,_scale = True; algorithm = ball_tree; leaf_size = 46; metric = manhattan; n_neighbors = 12; weights = uniform,f1 and cv,0.562 +- 0.382
143,mlp,_scale = True; activation = tanh; alpha = 0.00476005930825; batch_size = auto; beta_1 = 0.837603101953; beta_2 = 0.955572625664; hidden_layer_sizes[0] = 62; learning_rate_init = 0.836221756772; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.749 +- 0.283
144,mlp,_scale = True; activation = tanh; alpha = 0.00686387329794; batch_size = auto; beta_1 = 0.893992260512; beta_2 = 0.831867746086; hidden_layer_sizes[0] = 206; learning_rate_init = 0.453787250521; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.677 +- 0.361
145,mlp,_scale = True; activation = tanh; alpha = 0.00288630618482; batch_size = auto; hidden_layer_sizes[0] = 291; hidden_layer_sizes[1] = 85; learning_rate = adaptive; learning_rate_init = 0.456429072586; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.549 +- 0.559
146,mlp,_scale = True; activation = tanh; alpha = 0.00213734631388; batch_size = auto; hidden_layer_sizes[0] = 264; hidden_layer_sizes[1] = 39; learning_rate = adaptive; learning_rate_init = 0.137660603614; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.819 +- 0.282
147,mlp,_scale = True; activation = relu; alpha = 0.000527020841096; batch_size = auto; hidden_layer_sizes[0] = 270; hidden_layer_sizes[1] = 119; hidden_layer_sizes[2] = 191; learning_rate = invscaling; learning_rate_init = 0.132056020654; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.704 +- 0.265
148,mlp,_scale = True; activation = relu; alpha = 0.000167336640832; batch_size = auto; hidden_layer_sizes[0] = 119; hidden_layer_sizes[1] = 138; hidden_layer_sizes[2] = 79; learning_rate = invscaling; learning_rate_init = 0.579541176656; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.783 +- 0.389
149,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 2; p = 2; weights = distance,f1 and cv,0.577 +- 0.397
150,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 5; p = 1; weights = distance,f1 and cv,0.758 +- 0.297
151,mlp,_scale = True; activation = tanh; alpha = 0.00830371973064; batch_size = auto; hidden_layer_sizes[0] = 215; learning_rate = adaptive; learning_rate_init = 0.217830033624; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.735 +- 0.218
152,mlp,_scale = True; activation = tanh; alpha = 0.00593473166394; batch_size = auto; hidden_layer_sizes[0] = 156; learning_rate = adaptive; learning_rate_init = 0.0917559046633; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.592 +- 0.701
153,knn,_scale = True; algorithm = kd_tree; leaf_size = 22; metric = manhattan; n_neighbors = 17; weights = uniform,f1 and cv,0.617 +- 0.663
154,knn,_scale = True; algorithm = kd_tree; leaf_size = 31; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.656 +- 0.478
155,logreg,C = 0.00306769302685; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 0.012801448798,f1 and cv,0.788 +- 0.379
156,logreg,C = 177.566822646; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 36300.246269,f1 and cv,0.000 +- 0.000
157,mlp,_scale = True; activation = logistic; alpha = 0.00292235765101; batch_size = auto; hidden_layer_sizes[0] = 219; hidden_layer_sizes[1] = 215; hidden_layer_sizes[2] = 261; learning_rate = constant; learning_rate_init = 0.463754226406; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.562 +- 0.563
158,mlp,_scale = True; activation = logistic; alpha = 0.00336265552639; batch_size = auto; hidden_layer_sizes[0] = 134; hidden_layer_sizes[1] = 288; hidden_layer_sizes[2] = 113; learning_rate = constant; learning_rate_init = 0.106379752839; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
159,knn,_scale = True; algorithm = kd_tree; leaf_size = 20; metric = chebyshev; n_neighbors = 3; weights = distance,f1 and cv,0.660 +- 0.350
160,knn,_scale = True; algorithm = kd_tree; leaf_size = 15; metric = chebyshev; n_neighbors = 11; weights = distance,f1 and cv,0.651 +- 0.217
161,mlp,_scale = True; activation = identity; alpha = 0.000333265318374; batch_size = auto; hidden_layer_sizes[0] = 13; hidden_layer_sizes[1] = 227; learning_rate = adaptive; learning_rate_init = 0.121745354886; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.770 +- 0.286
162,mlp,_scale = True; activation = identity; alpha = 0.00294752057394; batch_size = auto; hidden_layer_sizes[0] = 128; hidden_layer_sizes[1] = 205; learning_rate = adaptive; learning_rate_init = 0.598308980669; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.617 +- 0.347
163,mlp,_scale = True; activation = identity; alpha = 0.00516176907568; batch_size = auto; hidden_layer_sizes[0] = 194; hidden_layer_sizes[1] = 79; hidden_layer_sizes[2] = 153; learning_rate = adaptive; learning_rate_init = 0.353882854198; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.584 +- 0.372
164,knn,_scale = True; algorithm = ball_tree; leaf_size = 38; metric = manhattan; n_neighbors = 9; weights = distance,f1 and cv,0.739 +- 0.230
165,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = manhattan; n_neighbors = 8; weights = distance,f1 and cv,0.686 +- 0.401
166,mlp,_scale = True; activation = tanh; alpha = 0.00335381389702; batch_size = auto; hidden_layer_sizes[0] = 221; learning_rate = constant; learning_rate_init = 0.0543684388061; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.729 +- 0.266
167,mlp,_scale = True; activation = tanh; alpha = 0.000718678014138; batch_size = auto; hidden_layer_sizes[0] = 194; learning_rate = constant; learning_rate_init = 0.817123258156; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.699 +- 0.285
168,mlp,_scale = True; activation = identity; alpha = 0.00742865324697; batch_size = auto; hidden_layer_sizes[0] = 7; learning_rate = adaptive; learning_rate_init = 0.104806834524; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.691 +- 0.059
169,mlp,_scale = True; activation = identity; alpha = 0.00842933174699; batch_size = auto; hidden_layer_sizes[0] = 145; learning_rate = adaptive; learning_rate_init = 0.47682224929; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.675 +- 0.272
170,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 10; weights = distance,f1 and cv,0.760 +- 0.113
171,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 4; weights = distance,f1 and cv,0.636 +- 0.180
172,gp,kernel = exp_sine_squared; length_scale = 6.13840945438; periodicity = 0,f1 and cv,0.574 +- 0.574
173,gp,kernel = exp_sine_squared; length_scale = 27.2598804204; periodicity = 0,f1 and cv,0.000 +- 0.000
174,mlp,_scale = True; activation = tanh; alpha = 0.00389901170727; batch_size = auto; hidden_layer_sizes[0] = 31; hidden_layer_sizes[1] = 12; hidden_layer_sizes[2] = 292; learning_rate = constant; learning_rate_init = 0.352909877432; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.681 +- 0.343
175,mlp,_scale = True; activation = tanh; alpha = 0.00861460532622; batch_size = auto; hidden_layer_sizes[0] = 2; hidden_layer_sizes[1] = 251; hidden_layer_sizes[2] = 239; learning_rate = constant; learning_rate_init = 0.802964762108; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.715 +- 0.249
176,mlp,_scale = True; activation = tanh; alpha = 0.00796704569567; batch_size = auto; hidden_layer_sizes[0] = 179; hidden_layer_sizes[1] = 7; hidden_layer_sizes[2] = 157; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.752 +- 0.207
177,mlp,_scale = True; activation = tanh; alpha = 0.00108419022247; batch_size = auto; hidden_layer_sizes[0] = 283; hidden_layer_sizes[1] = 73; hidden_layer_sizes[2] = 51; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.641 +- 0.121
178,knn,_scale = True; algorithm = ball_tree; leaf_size = 21; metric = euclidean; n_neighbors = 7; weights = uniform,f1 and cv,0.695 +- 0.235
179,knn,_scale = True; algorithm = ball_tree; leaf_size = 42; metric = euclidean; n_neighbors = 13; weights = uniform,f1 and cv,0.705 +- 0.435
180,mlp,_scale = True; activation = tanh; alpha = 0.00354606375968; batch_size = auto; hidden_layer_sizes[0] = 10; hidden_layer_sizes[1] = 27; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.775 +- 0.128
181,mlp,_scale = True; activation = tanh; alpha = 0.00774998611852; batch_size = auto; hidden_layer_sizes[0] = 206; hidden_layer_sizes[1] = 140; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.756 +- 0.242
182,gp,kernel = constant,f1 and cv,0.728 +- 0.043
183,logreg,C = 1250.42827557; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 0.00118418554271,f1 and cv,0.703 +- 0.157
184,logreg,C = 0.000256996185277; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 10261.6124623,f1 and cv,0.000 +- 0.000
185,mlp,_scale = True; activation = logistic; alpha = 0.00014692611716; batch_size = auto; hidden_layer_sizes[0] = 42; learning_rate = constant; learning_rate_init = 0.974463794961; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.527 +- 0.560
186,mlp,_scale = True; activation = logistic; alpha = 0.0044263395726; batch_size = auto; hidden_layer_sizes[0] = 173; learning_rate = constant; learning_rate_init = 0.696057688579; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.475 +- 0.478
187,mlp,_scale = True; activation = tanh; alpha = 0.00241873404932; batch_size = auto; hidden_layer_sizes[0] = 219; hidden_layer_sizes[1] = 187; hidden_layer_sizes[2] = 300; learning_rate = adaptive; learning_rate_init = 0.687763327145; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.566 +- 0.376
188,mlp,_scale = True; activation = tanh; alpha = 0.0038955923106; batch_size = auto; hidden_layer_sizes[0] = 244; hidden_layer_sizes[1] = 124; hidden_layer_sizes[2] = 211; learning_rate = adaptive; learning_rate_init = 0.881892229762; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.693 +- 0.136
189,gp,kernel = matern; nu = 1.5,f1 and cv,0.643 +- 0.403
190,knn,_scale = True; algorithm = kd_tree; leaf_size = 1; metric = euclidean; n_neighbors = 17; weights = uniform,f1 and cv,0.667 +- 0.183
191,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = euclidean; n_neighbors = 16; weights = uniform,f1 and cv,0.706 +- 0.264
192,mnb,_scale_minmax = True; alpha = 0.876309586449; class_prior = None; fit_prior = 1,f1 and cv,0.788 +- 0.051
193,mnb,_scale_minmax = True; alpha = 0.688666400872; class_prior = None; fit_prior = 0,f1 and cv,0.737 +- 0.120
194,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = chebyshev; n_neighbors = 14; weights = uniform,f1 and cv,0.777 +- 0.225
195,knn,_scale = True; algorithm = kd_tree; leaf_size = 27; metric = chebyshev; n_neighbors = 19; weights = uniform,f1 and cv,0.742 +- 0.112
196,mlp,_scale = True; activation = relu; alpha = 0.00118456803489; batch_size = auto; hidden_layer_sizes[0] = 29; hidden_layer_sizes[1] = 97; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.655 +- 0.337
197,mlp,_scale = True; activation = relu; alpha = 0.00716166598187; batch_size = auto; hidden_layer_sizes[0] = 5; hidden_layer_sizes[1] = 171; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.683 +- 0.427
198,mlp,_scale = True; activation = relu; alpha = 0.00498911153908; batch_size = auto; beta_1 = 0.896843350434; beta_2 = 0.9872568151; hidden_layer_sizes[0] = 57; hidden_layer_sizes[1] = 104; learning_rate_init = 0.647266236782; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.100 +- 0.400
199,mlp,_scale = True; activation = relu; alpha = 0.0086748781932; batch_size = auto; beta_1 = 0.808846389859; beta_2 = 0.918761804441; hidden_layer_sizes[0] = 5; hidden_layer_sizes[1] = 116; learning_rate_init = 0.839328146746; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.516 +- 0.581
200,mlp,_scale = True; activation = logistic; alpha = 0.00791651056937; batch_size = auto; hidden_layer_sizes[0] = 96; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.702 +- 0.363
201,mlp,_scale = True; activation = logistic; alpha = 0.00761269673425; batch_size = auto; hidden_layer_sizes[0] = 195; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.741 +- 0.281
202,mlp,_scale = True; activation = logistic; alpha = 0.00599579013339; batch_size = auto; hidden_layer_sizes[0] = 132; learning_rate = invscaling; learning_rate_init = 0.878033337806; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.739 +- 0.178
203,mlp,_scale = True; activation = logistic; alpha = 0.00819682558214; batch_size = auto; hidden_layer_sizes[0] = 243; learning_rate = invscaling; learning_rate_init = 0.807274141581; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.567 +- 0.653
204,mlp,_scale = True; activation = relu; alpha = 0.0014727938631; batch_size = auto; hidden_layer_sizes[0] = 237; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.800 +- 0.116
205,mlp,_scale = True; activation = relu; alpha = 0.00554646313568; batch_size = auto; hidden_layer_sizes[0] = 124; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.743 +- 0.264
206,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.619 +- 0.687
207,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 9; weights = uniform,f1 and cv,0.732 +- 0.216
208,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 6; p = 1; weights = uniform,f1 and cv,0.819 +- 0.152
209,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 14; p = 3; weights = uniform,f1 and cv,0.664 +- 0.262
210,gp,alpha = 0.441179556454; kernel = rational_quadratic; length_scale = 0.0590781492897,f1 and cv,0.577 +- 0.378
211,gp,alpha = 0.394747125512; kernel = rational_quadratic; length_scale = 0.454814209874,f1 and cv,0.620 +- 0.131
212,mlp,_scale = True; activation = relu; alpha = 0.00384623541841; batch_size = auto; beta_1 = 0.937909544848; beta_2 = 0.889828852962; hidden_layer_sizes[0] = 260; learning_rate_init = 0.981211355904; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.682 +- 0.311
213,mlp,_scale = True; activation = relu; alpha = 0.00365876945699; batch_size = auto; beta_1 = 0.894011255549; beta_2 = 0.802233668538; hidden_layer_sizes[0] = 27; learning_rate_init = 0.406507847967; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.745 +- 0.274
214,mlp,_scale = True; activation = identity; alpha = 0.00845645787211; batch_size = auto; hidden_layer_sizes[0] = 273; learning_rate = invscaling; learning_rate_init = 0.445585302825; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.767 +- 0.149
215,mlp,_scale = True; activation = identity; alpha = 0.00108570440386; batch_size = auto; hidden_layer_sizes[0] = 121; learning_rate = invscaling; learning_rate_init = 0.895340433661; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.864 +- 0.219
216,mlp,_scale = True; activation = tanh; alpha = 0.000728993751142; batch_size = auto; hidden_layer_sizes[0] = 278; learning_rate = invscaling; learning_rate_init = 0.670393489284; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.657 +- 0.276
217,mlp,_scale = True; activation = identity; alpha = 0.00590165715418; batch_size = auto; hidden_layer_sizes[0] = 121; learning_rate = invscaling; learning_rate_init = 0.86357115334; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.777 +- 0.245
218,mlp,_scale = True; activation = relu; alpha = 0.00458576632242; batch_size = auto; hidden_layer_sizes[0] = 203; learning_rate = adaptive; learning_rate_init = 0.303130900389; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.622 +- 0.207
219,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 20; weights = distance,f1 and cv,0.754 +- 0.393
220,mlp,_scale = True; activation = identity; alpha = 0.0061414985785; batch_size = auto; beta_1 = 0.850813944282; beta_2 = 0.819958129268; hidden_layer_sizes[0] = 93; learning_rate_init = 0.743269273633; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.761 +- 0.209
221,mlp,_scale = True; activation = relu; alpha = 0.00301544594515; batch_size = auto; hidden_layer_sizes[0] = 237; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.734 +- 0.086
222,logreg,C = 316.540829698; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 113.651538457,f1 and cv,0.749 +- 0.297
223,mlp,_scale = True; activation = tanh; alpha = 0.00748704668471; batch_size = auto; hidden_layer_sizes[0] = 10; hidden_layer_sizes[1] = 20; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.602 +- 0.637
224,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = manhattan; n_neighbors = 18; weights = distance,f1 and cv,0.672 +- 0.463
225,mnb,_scale_minmax = True; alpha = 0.998765544364; class_prior = None; fit_prior = 1,f1 and cv,0.670 +- 0.229
226,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = euclidean; n_neighbors = 13; weights = distance,f1 and cv,0.703 +- 0.324
227,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = chebyshev; n_neighbors = 14; weights = uniform,f1 and cv,0.762 +- 0.128
228,mlp,_scale = True; activation = relu; alpha = 0.000284386971655; batch_size = auto; hidden_layer_sizes[0] = 151; hidden_layer_sizes[1] = 3; hidden_layer_sizes[2] = 103; learning_rate = constant; learning_rate_init = 0.695437589557; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.696 +- 0.192
229,mlp,_scale = True; activation = tanh; alpha = 0.00280894987658; batch_size = auto; hidden_layer_sizes[0] = 198; hidden_layer_sizes[1] = 135; learning_rate = invscaling; learning_rate_init = 0.317156548818; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.865 +- 0.253
230,logreg,C = 0.379743154494; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 0.069387906243,f1 and cv,0.784 +- 0.242
231,rf,criterion = gini; max_depth = 3; max_features = 0.414843892414; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.802 +- 0.307
232,mlp,_scale = True; activation = relu; alpha = 0.00546833979991; batch_size = auto; hidden_layer_sizes[0] = 108; hidden_layer_sizes[1] = 193; hidden_layer_sizes[2] = 34; learning_rate = invscaling; learning_rate_init = 0.189587204661; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.781 +- 0.163
233,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 6; p = 1; weights = uniform,f1 and cv,0.812 +- 0.379
234,mlp,_scale = True; activation = tanh; alpha = 0.00823992812488; batch_size = auto; hidden_layer_sizes[0] = 295; hidden_layer_sizes[1] = 294; hidden_layer_sizes[2] = 44; learning_rate = invscaling; learning_rate_init = 0.481404118046; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.794 +- 0.209
235,mlp,_scale = True; activation = relu; alpha = 0.00399410990265; batch_size = auto; hidden_layer_sizes[0] = 233; hidden_layer_sizes[1] = 17; hidden_layer_sizes[2] = 9; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.783 +- 0.259
236,mlp,_scale = True; activation = identity; alpha = 0.00630579760633; batch_size = auto; hidden_layer_sizes[0] = 162; hidden_layer_sizes[1] = 289; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.715 +- 0.157
237,mlp,_scale = True; activation = identity; alpha = 0.00612355292055; batch_size = auto; hidden_layer_sizes[0] = 189; hidden_layer_sizes[1] = 10; learning_rate = invscaling; learning_rate_init = 0.316571358391; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.714 +- 0.404
238,knn,_scale = True; algorithm = ball_tree; leaf_size = 10; metric = minkowski; n_neighbors = 10; p = 1; weights = distance,f1 and cv,0.673 +- 0.232
239,mlp,_scale = True; activation = logistic; alpha = 0.00242931276589; batch_size = auto; hidden_layer_sizes[0] = 195; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.707 +- 0.291
240,mlp,_scale = True; activation = tanh; alpha = 0.00266562382463; batch_size = auto; hidden_layer_sizes[0] = 221; learning_rate = constant; learning_rate_init = 0.0228795034676; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.776 +- 0.187
241,mlp,_scale = True; activation = relu; alpha = 0.00205598323924; batch_size = auto; hidden_layer_sizes[0] = 55; hidden_layer_sizes[1] = 20; learning_rate = invscaling; learning_rate_init = 0.925931788017; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.734 +- 0.255
242,mlp,_scale = True; activation = relu; alpha = 0.000649033900464; batch_size = auto; beta_1 = 0.876033262692; beta_2 = 0.895049586659; hidden_layer_sizes[0] = 27; learning_rate_init = 0.143105264242; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.780 +- 0.375
243,knn,_scale = True; algorithm = ball_tree; leaf_size = 38; metric = manhattan; n_neighbors = 9; weights = distance,f1 and cv,0.751 +- 0.171
244,mlp,_scale = True; activation = tanh; alpha = 0.0013265392979; batch_size = auto; beta_1 = 0.943844591381; beta_2 = 0.947204916232; hidden_layer_sizes[0] = 62; learning_rate_init = 0.437697852476; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.718 +- 0.176
245,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 4; weights = uniform,f1 and cv,0.645 +- 0.318
246,mlp,_scale = True; activation = tanh; alpha = 0.00614748743749; batch_size = auto; beta_1 = 0.809114945577; beta_2 = 0.990605182173; hidden_layer_sizes[0] = 218; hidden_layer_sizes[1] = 50; hidden_layer_sizes[2] = 214; learning_rate_init = 0.158953806756; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.611 +- 0.631
247,mlp,_scale = True; activation = identity; alpha = 0.00467152728732; batch_size = auto; hidden_layer_sizes[0] = 239; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.693 +- 0.136
248,knn,_scale = True; algorithm = ball_tree; leaf_size = 42; metric = euclidean; n_neighbors = 13; weights = uniform,f1 and cv,0.599 +- 0.405
249,knn,_scale = True; algorithm = ball_tree; leaf_size = 12; metric = chebyshev; n_neighbors = 18; weights = uniform,f1 and cv,0.783 +- 0.234
250,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 10; weights = distance,f1 and cv,0.791 +- 0.242
