trail ID,method,parameters,metrics,performance
127,mnb,_scale_minmax = True; alpha = 0.710780560312; class_prior = None; fit_prior = 0,f1 and cv,0.694 +- 0.353
128,mlp,_scale = True; activation = tanh; alpha = 0.00480760064499; batch_size = auto; hidden_layer_sizes[0] = 67; learning_rate = adaptive; learning_rate_init = 0.333529348373; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.695 +- 0.480
129,mlp,_scale = True; activation = tanh; alpha = 0.0085398433589; batch_size = auto; hidden_layer_sizes[0] = 252; learning_rate = adaptive; learning_rate_init = 0.531057244459; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.575 +- 0.498
130,svm,C = 0.488485724028; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 808; gamma = 1.48944568797e-05; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.400 +- 0.653
131,svm,C = 12.6587418859; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = -239; gamma = 663.160595527; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.694 +- 0.253
132,mlp,_scale = True; activation = identity; alpha = 0.00378946917625; batch_size = auto; hidden_layer_sizes[0] = 248; hidden_layer_sizes[1] = 219; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.718 +- 0.176
133,mlp,_scale = True; activation = identity; alpha = 0.00171384081042; batch_size = auto; hidden_layer_sizes[0] = 194; hidden_layer_sizes[1] = 244; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.677 +- 0.204
134,gp,kernel = matern; nu = 0.5,f1 and cv,0.417 +- 0.230
135,mlp,_scale = True; activation = tanh; alpha = 0.00396164402352; batch_size = auto; hidden_layer_sizes[0] = 253; hidden_layer_sizes[1] = 154; hidden_layer_sizes[2] = 216; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.763 +- 0.524
136,mlp,_scale = True; activation = tanh; alpha = 0.00726596359904; batch_size = auto; hidden_layer_sizes[0] = 200; hidden_layer_sizes[1] = 28; hidden_layer_sizes[2] = 205; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.725 +- 0.274
137,knn,_scale = True; algorithm = ball_tree; leaf_size = 7; metric = chebyshev; n_neighbors = 12; weights = uniform,f1 and cv,0.558 +- 0.281
138,knn,_scale = True; algorithm = ball_tree; leaf_size = 33; metric = chebyshev; n_neighbors = 15; weights = uniform,f1 and cv,0.706 +- 0.178
139,mlp,_scale = True; activation = relu; alpha = 0.00267022655552; batch_size = auto; hidden_layer_sizes[0] = 162; learning_rate = constant; learning_rate_init = 0.329554709582; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.741 +- 0.421
140,mlp,_scale = True; activation = relu; alpha = 0.000120285567481; batch_size = auto; hidden_layer_sizes[0] = 94; learning_rate = constant; learning_rate_init = 0.287889175922; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.773 +- 0.157
141,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 13; p = 1; weights = uniform,f1 and cv,0.789 +- 0.280
142,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 19; p = 2; weights = uniform,f1 and cv,0.708 +- 0.161
143,mlp,_scale = True; activation = tanh; alpha = 0.00364601841439; batch_size = auto; hidden_layer_sizes[0] = 172; hidden_layer_sizes[1] = 88; hidden_layer_sizes[2] = 134; learning_rate = constant; learning_rate_init = 0.930415677006; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.558 +- 0.645
144,mlp,_scale = True; activation = tanh; alpha = 0.000723907193495; batch_size = auto; hidden_layer_sizes[0] = 25; hidden_layer_sizes[1] = 248; hidden_layer_sizes[2] = 290; learning_rate = constant; learning_rate_init = 0.449709456131; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.781 +- 0.285
145,mlp,_scale = True; activation = tanh; alpha = 0.00615973608702; batch_size = auto; hidden_layer_sizes[0] = 229; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.707 +- 0.373
146,mlp,_scale = True; activation = tanh; alpha = 0.00342215452488; batch_size = auto; hidden_layer_sizes[0] = 291; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.788 +- 0.371
147,logreg,C = 33236.2651831; _scale = True; class_weight = balanced; fit_intercept = False; penalty = l1; tol = 45143.8756661,f1 and cv,0.000 +- 0.000
148,mlp,_scale = True; activation = relu; alpha = 0.00733763196925; batch_size = auto; hidden_layer_sizes[0] = 84; hidden_layer_sizes[1] = 193; hidden_layer_sizes[2] = 23; learning_rate = constant; learning_rate_init = 0.149237023614; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.689 +- 0.208
149,mlp,_scale = True; activation = relu; alpha = 0.00777580626777; batch_size = auto; hidden_layer_sizes[0] = 108; hidden_layer_sizes[1] = 205; hidden_layer_sizes[2] = 52; learning_rate = constant; learning_rate_init = 0.529978231905; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.728 +- 0.218
150,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 19; weights = distance,f1 and cv,0.619 +- 0.197
151,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 6; weights = distance,f1 and cv,0.532 +- 0.378
152,mlp,_scale = True; activation = logistic; alpha = 0.000567528746084; batch_size = auto; hidden_layer_sizes[0] = 150; hidden_layer_sizes[1] = 264; learning_rate = constant; learning_rate_init = 0.0846532674358; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.133 +- 0.533
153,mlp,_scale = True; activation = logistic; alpha = 0.00239891080963; batch_size = auto; hidden_layer_sizes[0] = 201; hidden_layer_sizes[1] = 46; learning_rate = constant; learning_rate_init = 0.426161179321; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.422 +- 0.690
154,mlp,_scale = True; activation = tanh; alpha = 0.00827701278597; batch_size = auto; hidden_layer_sizes[0] = 197; hidden_layer_sizes[1] = 97; learning_rate = invscaling; learning_rate_init = 0.977395089155; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.798 +- 0.217
155,mlp,_scale = True; activation = tanh; alpha = 0.00235795231137; batch_size = auto; hidden_layer_sizes[0] = 120; hidden_layer_sizes[1] = 166; learning_rate = invscaling; learning_rate_init = 0.194546202206; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.660 +- 0.338
156,mlp,_scale = True; activation = identity; alpha = 0.00781093580274; batch_size = auto; beta_1 = 0.893500772757; beta_2 = 0.847286576572; hidden_layer_sizes[0] = 14; hidden_layer_sizes[1] = 247; learning_rate_init = 0.758696518557; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.762 +- 0.097
157,mlp,_scale = True; activation = identity; alpha = 0.00567418712325; batch_size = auto; beta_1 = 0.96818040483; beta_2 = 0.97953775169; hidden_layer_sizes[0] = 126; hidden_layer_sizes[1] = 258; learning_rate_init = 0.341003076312; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.533 +- 0.573
158,mlp,_scale = True; activation = relu; alpha = 0.00162868600501; batch_size = auto; hidden_layer_sizes[0] = 144; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.754 +- 0.425
159,mlp,_scale = True; activation = relu; alpha = 0.00229409998765; batch_size = auto; hidden_layer_sizes[0] = 298; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.829 +- 0.264
160,mlp,_scale = True; activation = identity; alpha = 0.00864326826731; batch_size = auto; beta_1 = 0.942795630859; beta_2 = 0.947817974492; hidden_layer_sizes[0] = 237; hidden_layer_sizes[1] = 4; hidden_layer_sizes[2] = 135; learning_rate_init = 0.887629148002; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.733 +- 0.164
161,mlp,_scale = True; activation = identity; alpha = 0.00853544959721; batch_size = auto; beta_1 = 0.910177581959; beta_2 = 0.954639833114; hidden_layer_sizes[0] = 60; hidden_layer_sizes[1] = 167; hidden_layer_sizes[2] = 135; learning_rate_init = 0.248072259148; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.631 +- 0.711
162,mlp,_scale = True; activation = logistic; alpha = 0.000935512363926; batch_size = auto; hidden_layer_sizes[0] = 69; hidden_layer_sizes[1] = 257; hidden_layer_sizes[2] = 173; learning_rate = invscaling; learning_rate_init = 0.643384098013; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.562 +- 0.563
163,mlp,_scale = True; activation = logistic; alpha = 0.00613288968392; batch_size = auto; hidden_layer_sizes[0] = 50; hidden_layer_sizes[1] = 14; hidden_layer_sizes[2] = 259; learning_rate = invscaling; learning_rate_init = 0.886220190632; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.133 +- 0.533
164,mlp,_scale = True; activation = relu; alpha = 0.00458676425967; batch_size = auto; hidden_layer_sizes[0] = 29; hidden_layer_sizes[1] = 85; learning_rate = adaptive; learning_rate_init = 0.387754092947; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.771 +- 0.272
165,mlp,_scale = True; activation = relu; alpha = 0.00334926155067; batch_size = auto; hidden_layer_sizes[0] = 42; hidden_layer_sizes[1] = 200; learning_rate = adaptive; learning_rate_init = 0.540543347995; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.707 +- 0.299
166,knn,_scale = True; algorithm = ball_tree; leaf_size = 12; metric = euclidean; n_neighbors = 20; weights = uniform,f1 and cv,0.646 +- 0.371
167,knn,_scale = True; algorithm = ball_tree; leaf_size = 36; metric = euclidean; n_neighbors = 20; weights = uniform,f1 and cv,0.773 +- 0.170
168,mlp,_scale = True; activation = relu; alpha = 0.00719711014803; batch_size = auto; hidden_layer_sizes[0] = 8; hidden_layer_sizes[1] = 221; hidden_layer_sizes[2] = 194; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.692 +- 0.424
169,mlp,_scale = True; activation = relu; alpha = 0.00887638888759; batch_size = auto; hidden_layer_sizes[0] = 12; hidden_layer_sizes[1] = 299; hidden_layer_sizes[2] = 127; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.650 +- 0.380
170,mlp,_scale = True; activation = tanh; alpha = 0.00614178050714; batch_size = auto; hidden_layer_sizes[0] = 61; hidden_layer_sizes[1] = 225; hidden_layer_sizes[2] = 43; learning_rate = adaptive; learning_rate_init = 0.494382591683; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.714 +- 0.199
171,mlp,_scale = True; activation = tanh; alpha = 0.00738872825514; batch_size = auto; hidden_layer_sizes[0] = 11; hidden_layer_sizes[1] = 145; hidden_layer_sizes[2] = 65; learning_rate = adaptive; learning_rate_init = 0.313803037636; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.838 +- 0.191
172,mlp,_scale = True; activation = relu; alpha = 0.00167916081958; batch_size = auto; hidden_layer_sizes[0] = 120; hidden_layer_sizes[1] = 121; learning_rate = invscaling; learning_rate_init = 0.958818724407; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.667 +- 0.183
173,mlp,_scale = True; activation = relu; alpha = 0.0020100221907; batch_size = auto; hidden_layer_sizes[0] = 84; hidden_layer_sizes[1] = 297; learning_rate = invscaling; learning_rate_init = 0.952122922462; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.659 +- 0.327
174,gp,kernel = matern; nu = 2.5,f1 and cv,0.626 +- 0.144
175,knn,_scale = True; algorithm = kd_tree; leaf_size = 49; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.821 +- 0.158
176,knn,_scale = True; algorithm = kd_tree; leaf_size = 5; metric = manhattan; n_neighbors = 7; weights = uniform,f1 and cv,0.803 +- 0.179
177,mlp,_scale = True; activation = logistic; alpha = 0.000158711821583; batch_size = auto; beta_1 = 0.840424693096; beta_2 = 0.878668041576; hidden_layer_sizes[0] = 4; hidden_layer_sizes[1] = 50; hidden_layer_sizes[2] = 129; learning_rate_init = 0.00585355090471; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.533 +- 0.533
178,mlp,_scale = True; activation = logistic; alpha = 0.00201291230505; batch_size = auto; beta_1 = 0.822720823925; beta_2 = 0.994438957081; hidden_layer_sizes[0] = 106; hidden_layer_sizes[1] = 288; hidden_layer_sizes[2] = 154; learning_rate_init = 0.97642751098; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.276 +- 0.677
179,knn,_scale = True; algorithm = kd_tree; leaf_size = 13; metric = euclidean; n_neighbors = 6; weights = distance,f1 and cv,0.805 +- 0.236
180,knn,_scale = True; algorithm = kd_tree; leaf_size = 25; metric = euclidean; n_neighbors = 15; weights = distance,f1 and cv,0.603 +- 0.371
181,mlp,_scale = True; activation = relu; alpha = 0.00445180469685; batch_size = auto; hidden_layer_sizes[0] = 300; hidden_layer_sizes[1] = 202; hidden_layer_sizes[2] = 109; learning_rate = invscaling; learning_rate_init = 0.737533695192; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.831 +- 0.221
182,mlp,_scale = True; activation = relu; alpha = 0.00221169830469; batch_size = auto; hidden_layer_sizes[0] = 300; hidden_layer_sizes[1] = 82; hidden_layer_sizes[2] = 246; learning_rate = invscaling; learning_rate_init = 0.745125016274; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.691 +- 0.341
183,gp,alpha = 0.939043411847; kernel = rational_quadratic; length_scale = 0.215067015461,f1 and cv,0.607 +- 0.122
184,gp,alpha = 0.674130544672; kernel = rational_quadratic; length_scale = 0.0475666943118,f1 and cv,0.688 +- 0.187
185,mlp,_scale = True; activation = identity; alpha = 0.00644730586978; batch_size = auto; beta_1 = 0.882156870467; beta_2 = 0.802764529928; hidden_layer_sizes[0] = 14; learning_rate_init = 0.931185756048; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.789 +- 0.361
186,mlp,_scale = True; activation = identity; alpha = 0.00582384603658; batch_size = auto; beta_1 = 0.817626145533; beta_2 = 0.868733905202; hidden_layer_sizes[0] = 45; learning_rate_init = 0.424573756977; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.798 +- 0.260
187,knn,_scale = True; algorithm = ball_tree; leaf_size = 7; metric = euclidean; n_neighbors = 16; weights = distance,f1 and cv,0.735 +- 0.402
188,knn,_scale = True; algorithm = ball_tree; leaf_size = 22; metric = euclidean; n_neighbors = 8; weights = distance,f1 and cv,0.849 +- 0.132
189,svm,C = 0.0598810328026; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.849 +- 0.188
190,svm,C = 0.144754612317; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.764 +- 0.238
191,mlp,_scale = True; activation = logistic; alpha = 0.00558989678671; batch_size = auto; beta_1 = 0.819286301002; beta_2 = 0.909992491242; hidden_layer_sizes[0] = 240; hidden_layer_sizes[1] = 223; learning_rate_init = 0.330182353029; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.436 +- 0.717
192,dt,criterion = entropy; max_depth = 7; max_features = 0.163511255284; min_samples_leaf = 2; min_samples_split = 4,f1 and cv,0.567 +- 0.653
193,dt,criterion = entropy; max_depth = 6; max_features = 0.30231712356; min_samples_leaf = 1; min_samples_split = 4,f1 and cv,0.737 +- 0.374
194,knn,_scale = True; algorithm = ball_tree; leaf_size = 34; metric = manhattan; n_neighbors = 2; weights = uniform,f1 and cv,0.709 +- 0.313
195,knn,_scale = True; algorithm = ball_tree; leaf_size = 11; metric = manhattan; n_neighbors = 2; weights = uniform,f1 and cv,0.748 +- 0.149
196,mlp,_scale = True; activation = identity; alpha = 0.00121727411285; batch_size = auto; hidden_layer_sizes[0] = 12; hidden_layer_sizes[1] = 64; hidden_layer_sizes[2] = 209; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.790 +- 0.232
197,mlp,_scale = True; activation = identity; alpha = 0.00557906441868; batch_size = auto; hidden_layer_sizes[0] = 102; hidden_layer_sizes[1] = 297; hidden_layer_sizes[2] = 168; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.710 +- 0.247
198,knn,_scale = True; algorithm = kd_tree; leaf_size = 23; metric = chebyshev; n_neighbors = 8; weights = distance,f1 and cv,0.509 +- 0.833
199,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = chebyshev; n_neighbors = 14; weights = distance,f1 and cv,0.716 +- 0.129
