,dataset_name,NumberOfInstancesWithMissingValues,ClassProbabilitySTD,NumberOfInstances,LogNumberOfFeatures,RatioNumericalToNominal,NumberOfMissingValues,DatasetRatio,LogDatasetRatio,NumberOfNumericFeatures,NumberOfFeaturesWithMissingValues,LogNumberOfInstances,SymbolsSum,KurtosisMax,ClassProbabilityMin,KurtosisMin,KurtosisSTD,NumberOfFeatures,SkewnessSTD,PercentageOfInstancesWithMissingValues,SkewnessMean,SymbolsMin,ClassProbabilityMean,SkewnessMax,PercentageOfFeaturesWithMissingValues,NumberOfCategoricalFeatures,PercentageOfMissingValues,RatioNominalToNumerical,ClassEntropy,InverseDatasetRatio,SymbolsSTD,ClassProbabilityMax,SymbolsMax,KurtosisMean,SkewnessMin,NumberOfClasses,SymbolsMean
58,analcatdata_seropositive_1,0.0,0.15217391304347827,92.0,1.0986122886681098,0.0,0.0,0.03260869565217391,-3.4231762883809305,3,0.0,4.5217885770490405,0.0,1.60831612421629,0.34782608695652173,-1.4912715847225897,1.3831214184479794,3.0,0.7303691232830489,0.0,0.510766072136637,0,0.5,1.5435320470125238,0.0,0,0.0,0.0,0.9321115676166747,30.666666666666668,0,0.6521739130434783,0,-0.3363094648368345,-0.019914300442261515,2.0,0
59,analcatdata_supreme_1,0.0,0.2651622002820875,2836.0,1.9459101490553132,0.0,0.0,0.002468265162200282,-6.004239738596705,7,0.0,7.950149887652018,0.0,85.18748533651065,0.23483779971791255,-1.9956007298924827,30.31979570341984,7.0,3.044231093923752,0.0,2.7777142970111464,0,0.5,8.214884317624026,0.0,0,0.0,0.0,0.7863498099124508,405.14285714285717,0,0.7651622002820875,0,17.924261214805394,-0.17814738663603594,2.0,0
60,analcatdata_vehicle_1,0.0,0.07575757575757577,33.0,1.3862943611198906,0.0,0.0,0.12121212121212122,-2.1102132003465894,4,0.0,3.4965075614664802,0.0,-1.118066384495434,0.42424242424242425,-1.9963235294117645,0.3802964992763667,4.0,0.12772964907796738,0.0,0.013110841019577851,0,0.5,0.23434508285556055,0.0,0,0.0,0.0,0.9833761901392238,8.25,0,0.5757575757575758,0,-1.7767592431826817,-0.06063390625908306,2.0,0
61,analcatdata_vineyard_1,0.0,0.04434250764525993,327.0,1.0986122886681098,0.0,0.0,0.009174311926605505,-4.6913478822291435,3,0.0,5.7899601708972535,0.0,-1.1347212961721787,0.45565749235474007,-1.256684241332325,0.05461310302423749,3.0,0.01716860167127212,0.0,-0.010431202357011692,0,0.5,0.001974187641558913,0.0,0,0.0,0.0,0.9943191182782634,109.0,0,0.5443425076452599,0,-1.1798372239578476,-0.0347093240250574,2.0,0
62,analcatdata_wildcat_1,0.0,0.26315789473684215,114.0,1.6094379124341003,0.0,0.0,0.043859649122807015,-3.126760535960395,5,0.0,4.736198448394496,0.0,9.130484993967553,0.23684210526315788,-1.9689826302729525,4.119664041724658,5.0,1.2915227908309306,0.0,0.5893198246094087,0,0.5,2.8406521543613548,0.0,0,0.0,0.0,0.7897492536625224,22.8,0,0.7631578947368421,0,1.2074213606882673,-0.48355411261924897,2.0,0
63,ar1_1,0.0,0.4285714285714286,84.0,3.367295829986474,0.0,0.0,0.34523809523809523,-1.0635209688568397,29,0.0,4.430816798843313,0.0,30.236453918160024,0.07142857142857142,-1.047979697332302,7.720451076218934,29.0,1.1682209908941523,0.0,1.9743430528678134,0,0.5,5.260411255693442,0.0,0,0.0,0.0,0.3712323266408757,2.896551724137931,0,0.9285714285714286,0,6.2920666036729935,-0.041875518843220876,2.0,0
64,ar3_1,0.0,0.34090909090909094,44.0,3.367295829986474,0.0,0.0,0.6590909090909091,-0.41689380393178715,29,0.0,3.784189633918261,0.0,22.285794485999897,0.1590909090909091,-0.5486844502159656,4.993073374717711,29.0,0.88803098042984,0.0,2.311334869181334,0,0.5,4.454846240962392,0.0,0,0.0,0.0,0.6321302781219706,1.5172413793103448,0,0.8409090909090909,0,6.546890792664743,-0.14411754487115144,2.0,0
65,ar4_1,0.0,0.33783783783783783,74.0,3.367295829986474,0.0,0.0,0.3918918918918919,-0.9367692632176957,29,0.0,4.30406509320417,0.0,58.226243655862305,0.16216216216216217,0.021929523870140688,12.447333642305638,29.0,1.6966634390858726,0.0,3.0767809763407366,0,0.5,7.537086320947946,0.0,0,0.0,0.0,0.6394571324851642,2.5517241379310347,0,0.8378378378378378,0,14.355301022908483,-0.5853823207099865,2.0,0
66,ar5_1,0.0,0.26,25.0,3.367295829986474,0.0,0.0,1.16,0.14842000511827322,29,0.0,3.2188758248682006,0.0,11.614020344613571,0.24,-1.1529489556045185,3.434120866258704,29.0,0.8929179210494644,0.0,1.899347378366137,0,0.5,3.40321634371263,0.0,0,0.0,0.0,0.7950402793845223,0.8620689655172413,0,0.76,0,4.532692575071946,-0.21835071229877914,2.0,0
67,ar6_1,0.0,0.38571428571428573,70.0,3.367295829986474,0.0,0.0,0.4142857142857143,-0.8811994120628849,29,0.0,4.248495242049359,0.0,30.571059188055543,0.11428571428571428,-0.2402680691004191,10.937966932686827,29.0,1.6640701327404868,0.0,2.612348218309336,0,0.5,5.694832170968973,0.0,0,0.0,0.0,0.5127091420308771,2.413793103448276,0,0.8857142857142857,0,9.325825240069808,0.043885311642289544,2.0,0
68,arcene_1,0.0,0.07142857142857142,140.0,9.210340371976184,0.0,0.0,71.42857142857143,4.268697949366879,10000,0.0,4.941642422609304,0.0,135.00719424460473,0.42857142857142855,-3.0,22.151288357641555,10000.0,2.2691817790700903,0.0,2.2192514368047433,0,0.5,11.705007229583623,0.0,0,0.0,0.0,0.9852281360342515,0.014,0,0.5714285714285714,0,10.54649396330028,-1.9883833323941287,2.0,0
69,arsenic-female-bladder_1,0.0,0.3670076726342711,391.0,1.3862943611198906,0.0,0.0,0.010230179028132993,-4.582413198865475,4,0.0,5.968707559985366,0.0,82.05723999774953,0.1329923273657289,-1.2522840082963163,36.06184334358501,4.0,3.6689303804838493,0.0,2.2389279137738303,0,0.5,8.58869257445163,0.0,0,0.0,0.0,0.5655879140680751,97.75,0,0.8670076726342711,0,19.596304999900156,-0.03390445372938339,2.0,0
70,arsenic-female-lung_1,0.0,0.4718670076726343,391.0,1.3862943611198906,0.0,0.0,0.010230179028132993,-4.582413198865475,4,0.0,5.968707559985366,0.0,81.33606610761288,0.028132992327365727,-1.2108765282978216,35.711191994288164,4.0,3.6452099493114765,0.0,2.2674206857637085,0,0.5,8.571854030713888,0.0,0,0.0,0.0,0.1849407078680417,97.75,0,0.9718670076726342,0,19.48261811190661,-0.026831158718278795,2.0,0
71,arsenic-male-bladder_1,0.0,0.4616368286445013,391.0,1.3862943611198906,0.0,0.0,0.010230179028132993,-4.582413198865475,4,0.0,5.968707559985366,0.0,110.01170716904598,0.03836317135549872,-1.190323952481511,48.120332896304326,4.0,4.2755450707439655,0.0,2.618420231247708,0,0.5,10.01546464656388,0.0,0,0.0,0.0,0.23473639023594714,97.75,0,0.9616368286445013,0,26.66492101179846,-0.05257239256483474,2.0,0
72,arsenic-male-lung_1,0.0,0.46930946291560105,391.0,1.3862943611198906,0.0,0.0,0.010230179028132993,-4.582413198865475,4,0.0,5.968707559985366,0.0,79.82439795253939,0.030690537084398978,-1.227268971828163,35.07828132334703,4.0,3.612706271785095,0.0,2.208030542327921,0,0.5,8.458891143954801,0.0,0,0.0,0.0,0.19784313368715373,97.75,0,0.969309462915601,0,19.067093994211227,-0.039452051937391604,2.0,0
73,autoPrice_1,0.0,0.13963963963963966,111.0,2.70805020110221,0.0,0.0,0.13513513513513514,-2.001480000210124,15,0.0,4.709530201312334,0.0,8.695143471670002,0.36036036036036034,-0.8434610576566381,2.218472264080105,15.0,0.9009112016746775,0.0,0.5642398588172154,0,0.5,3.209212604430618,0.0,0,0.0,0.0,0.9429819088696832,7.4,0,0.6396396396396397,0,0.8545971626848626,-1.1068554037370197,2.0,0
74,autoUniv-au1-1000_1,0.0,0.2557142857142857,700.0,2.995732273553991,0.0,0.0,0.02857142857142857,-3.5553480614894135,20,0.0,6.551080335043404,0.0,-0.199467298017165,0.24428571428571427,-1.9998693834900727,0.48523976420954995,20.0,0.49432579736559173,0.0,0.154072642600677,0,0.5,1.3418392981213634,0.0,0,0.0,0.0,0.8020949267554601,35.0,0,0.7557142857142857,0,-1.731903626860916,-0.8654642612837827,2.0,0
75,autoUniv-au4-2500_1,0.0,0.1775787775107775,1750.0,4.605170185988092,0.0,0.0,0.05714285714285714,-2.8622008809294686,100,0.0,7.4673710669175595,0.0,0.3686844721127125,0.08228571428571428,-1.9999947755033798,0.4772285892493878,100.0,0.3051241015754084,0.0,0.04438408051840358,0,0.3333333333333333,1.2871284960337983,0.0,0,0.0,0.0,1.3277938986694366,17.5,0,0.4645714285714286,0,-1.2823505184032284,-0.6698873308503766,3.0,0
76,autoUniv-au7-700_1,0.0,0.015482730172436789,490.0,2.4849066497880004,0.0,0.0,0.024489795918367346,-3.709498741316672,12,0.0,6.194405391104672,0.0,0.15641025641025497,0.3122448979591837,-1.9997334266340108,0.5803097826142344,12.0,0.5994035028282648,0.0,0.240713487063663,0,0.3333333333333333,1.4684720822713162,0.0,0,0.0,0.0,1.5833937235310325,40.833333333333336,0,0.3489795918367347,0,-1.1535737234003114,-0.38455705606363016,3.0,0
77,auto_price_1,0.0,0.13063063063063063,111.0,2.70805020110221,0.0,0.0,0.13513513513513514,-2.001480000210124,15,0.0,4.709530201312334,0.0,5.964299134399724,0.36936936936936937,-0.7254990358978626,1.5821096815041902,15.0,0.839675103984416,0.0,0.6105932132738652,0,0.5,2.7736091883433125,0.0,0,0.0,0.0,0.9501866467511052,7.4,0,0.6306306306306306,0,0.7504201694510201,-1.3170674552653534,2.0,0
78,backache_1,0.0,0.3492063492063492,126.0,3.4339872044851463,0.0,0.0,0.24603174603174602,-1.4022947024663317,31,0.0,4.836281906951478,0.0,121.00800000000007,0.15079365079365079,-1.5486296949654108,30.901811428178107,31.0,2.9149313524602687,0.0,2.7739405984966683,0,0.5,11.09089716839897,0.0,0,0.0,0.0,0.6118228576241161,4.064516129032258,0,0.8492063492063492,0,14.676857668180327,-0.773087710182249,2.0,0
79,badges2_1,0.0,0.23170731707317072,205.0,2.302585092994046,0.0,0.0,0.04878048780487805,-3.0204248861443626,10,0.0,5.3230099791384085,0.0,5.891624221844937,0.2682926829268293,-1.9884497899961815,2.1401657792781745,10.0,1.0340781746124026,0.0,0.9434915306572285,0,0.5,2.809203485304142,0.0,0,0.0,0.0,0.8390040613676978,20.5,0,0.7317073170731707,0,1.2395251410052548,-1.045915576870042,2.0,0
80,balance-scale_1,0.0,0.18411535207203622,437.0,1.3862943611198906,0.0,0.0,0.009153318077803204,-4.693638833975699,4,0.0,6.07993319509559,0.0,-1.3067765998672385,0.07322654462242563,-1.3362142587217942,0.010822799715646652,4.0,0.032420926276728344,0.0,-0.006512474969530935,0,0.3333333333333333,0.028230554924493393,0.0,0,0.0,0.0,1.3042940210380745,109.25,0,0.47368421052631576,0,-1.3215705556965678,-0.04533215478516216,3.0,0
81,balance-scale_2,0.0,0.03775743707093823,437.0,1.3862943611198906,0.0,0.0,0.009153318077803204,-4.693638833975699,4,0.0,6.07993319509559,0.0,-1.2587736093105049,0.4622425629290618,-1.370068973824317,0.04232725049806363,4.0,0.03125594773962898,0.0,-0.014535479301173073,0,0.5,0.031712708453355436,0.0,0,0.0,0.0,0.9958826000300322,109.25,0,0.5377574370709383,0,-1.32133234744742,-0.044130724720592644,2.0,0
82,balloon_1,0.0,0.26,1400.0,0.0,0.0,0.0,0.0007142857142857143,-7.24422751560335,1,0.0,7.24422751560335,0.0,18.523283621980045,0.24,18.523283621980045,0.0,1.0,0.0,0.0,-3.068663605564721,0,0.5,-3.068663605564721,0.0,0,0.0,0.0,0.7950402793845223,1400.0,0,0.76,0,18.523283621980045,-3.068663605564721,2.0,0
83,banana_1,0.0,0.05417789757412397,3710.0,0.6931471805599453,0.0,0.0,0.0005390835579514825,-7.5256399750415355,2,0.0,8.21878715560148,0.0,-0.6061826686409,0.445822102425876,-1.0725779563276079,0.23319764384335395,2.0,0.08451118752878096,0.0,0.09569469639926352,0,0.5,0.18020588392804449,0.0,0,0.0,0.0,0.991514023030564,1855.0,0,0.554177897574124,0,-0.8393803124842539,0.011183508870482549,2.0,0
84,bank-marketing_1,0.0,0.38495575221238937,3164.0,2.772588722239781,0.0,0.0,0.0050568900126422255,-5.2870036066477635,16,0.0,8.059592328887545,0.0,107.40098854806638,0.11504424778761062,-1.9254418525899009,29.079683356815952,16.0,2.7591319355935333,0.0,1.9535607299902542,0,0.5,7.606764315904754,0.0,0,0.0,0.0,0.5149459065452171,197.75,0,0.8849557522123894,0,15.691183006180879,-1.9469456854469394,2.0,0
85,bank-marketing_2,0.0,0.3807469902360413,31647.0,2.772588722239781,0.0,0.0,0.0005055771479129143,-7.589809914110138,16,0.0,10.36239863634992,0.0,5034.351110202719,0.11925300976395867,-1.9535968791017988,1215.2965627988688,16.0,11.505040511749408,0.0,4.6731114070143045,0,0.5,48.01714626625748,0.0,0,0.0,0.0,0.5272098464424503,1977.9375,0,0.8807469902360413,0,328.9921764535719,-1.9861920312229644,2.0,0
86,bank32nh_1,0.0,0.19584931984652945,5734.0,3.4657359027997265,0.0,0.0,0.0055807464248343215,-5.188432743643588,32,0.0,8.654168646443315,0.0,9.564595871551308,0.3041506801534705,-1.30985933529072,3.424146455564268,32.0,0.8975624875312203,0.0,0.6171478380082351,0,0.5,2.2887175704278357,0.0,0,0.0,0.0,0.8863056352574936,179.1875,0,0.6958493198465294,0,0.9631615992860807,-0.05127837789874927,2.0,0
87,bank8FM_1,0.0,0.09330310429019884,5734.0,2.0794415416798357,0.0,0.0,0.0013951866062085804,-6.574727104763479,8,0.0,8.654168646443315,0.0,6.217545746093959,0.40669689570980116,-1.3801234897563368,2.984101669393241,8.0,0.8991104308295103,0.0,0.45459815997218556,0,0.5,2.058064054747668,0.0,0,0.0,0.0,0.9747334761588367,716.75,0,0.5933031042901988,0,0.5656837969539185,-0.3839549992106498,2.0,0
88,banknote-authentication_1,0.0,0.06458333333333333,960.0,1.3862943611198906,0.0,0.0,0.004166666666666667,-5.480638923341991,4,0.0,6.866933284461882,0.0,1.2842958481786724,0.4354166666666667,-0.7336389903126683,0.7915336589198619,4.0,0.7601326749517497,0.0,-0.11900464866027602,0,0.5,1.0890172375870963,0.0,0,0.0,0.0,0.9879313272505941,240.0,0,0.5645833333333333,0,0.12431762428847193,-0.9939789294043929,2.0,0
89,baskball_1,0.0,0.007462686567164201,67.0,1.3862943611198906,0.0,0.0,0.05970149253731343,-2.8183982582710754,4,0.0,4.204692619390966,0.0,3.534230202476504,0.4925373134328358,-1.377088063577521,1.8397287579716208,4.0,0.776275211216421,0.0,-0.05288383912977815,0,0.5,0.5438345207982964,0.0,0,0.0,0.0,0.9998393017810485,16.75,0,0.5074626865671642,0,0.5096896163056875,-1.3521585621611576,2.0,0
90,blogger_1,0.0,0.14285714285714288,70.0,1.6094379124341003,0.0,0.0,0.07142857142857142,-2.639057329615259,5,0.0,4.248495242049359,0.0,2.925318761384333,0.35714285714285715,-1.8183195189432186,1.7747569753158492,5.0,0.9506852988632274,0.0,-0.5189574224833432,0,0.5,0.3235228191272518,0.0,0,0.0,0.0,0.940285958670631,14.0,0,0.6428571428571429,0,-0.5569738687408959,-2.219305918836863,2.0,0
91,blood-transfusion-service-center_1,0.0,0.2590822179732314,523.0,1.3862943611198906,0.0,0.0,0.0076481835564053535,-4.873287102945032,4,0.0,6.259581464064923,0.0,13.77656078972539,0.24091778202676864,-0.34609212497513253,5.829756904681626,4.0,0.9653694409426473,0.0,2.2414982235113143,0,0.5,3.0787913398736735,0.0,0,0.0,0.0,0.7965631904979094,130.75,0,0.7590822179732314,0,9.567176906203393,0.7246782205607518,2.0,0
92,bodyfat_1,0.0,0.03409090909090909,176.0,2.6390573296152584,0.0,0.0,0.07954545454545454,-2.531426665422893,14,0.0,5.170483995038151,0.0,54.39563733558356,0.4659090909090909,-0.749210727103192,14.198458798282939,14.0,1.6499145844284537,0.0,-0.06938913421927544,0,0.5,2.4148373760639283,0.0,0,0.0,0.0,0.9966440252487702,12.571428571428571,0,0.5340909090909091,0,4.671639843390887,-5.620813199033517,2.0,0
93,bolts_1,0.0,0.1785714285714286,28.0,1.9459101490553132,0.0,0.0,0.25,-1.3862943611198906,7,0.0,3.332204510175204,0.0,0.20380252541668398,0.32142857142857145,-1.727272727272727,0.8078826993999869,7.0,0.6418447763057834,0.0,0.07201284344334143,0,0.5,1.3432042830006266,0.0,0,0.0,0.0,0.9059282160429994,4.0,0,0.6785714285714286,0,-1.1137366879056527,-1.0271892319279081,2.0,0
94,boston_1,0.0,0.096045197740113,354.0,2.5649493574615367,0.0,0.0,0.03672316384180791,-3.3043475556722375,13,0.0,5.869296913133774,0.0,38.173733310064634,0.403954802259887,-1.3642619113522008,10.285586480357152,13.0,1.9280545827695843,0.0,0.7869120349426242,0,0.5,5.368308307519576,0.0,0,0.0,0.0,0.97321704732445,27.23076923076923,0,0.596045197740113,0,4.237390994222576,-2.78253483075655,2.0,0
95,boston_corrected_1,0.0,0.06779661016949154,354.0,2.995732273553991,0.0,0.0,0.05649717514124294,-2.8735646395797834,20,0.0,5.869296913133774,0.0,32.36463920642464,0.4322033898305085,-1.3330703115319507,7.4642945877546945,20.0,1.5806647436834067,0.0,0.591700524900283,0,0.5,5.078735197616076,0.0,0,0.0,0.0,0.9866967086735613,17.7,0,0.5677966101694916,0,2.5646518099983995,-2.6691492358233515,2.0,0
96,breast-tissue_1,0.0,0.14818724459095478,74.0,2.1972245773362196,0.0,0.0,0.12162162162162163,-2.10684051586795,9,0.0,4.30406509320417,0.0,-1.0425316564139957,0.12162162162162163,-1.3018970660403404,0.0733903459139545,9.0,0.09565278925123963,0.0,0.0369570685815275,0,0.25,0.25550351467910076,0.0,0,0.0,0.0,1.7729851284680602,8.222222222222221,0,0.5,0,-1.15506193068805,-0.07582538588314557,4.0,0
97,cal_housing_1,0.0,0.09440753045404207,14448.0,2.0794415416798357,0.0,0.0,0.0005537098560354374,-7.498869733976931,8,0.0,9.578311275656766,0.0,43.340721867564255,0.4055924695459579,-1.3194187130944228,16.203038438846207,8.0,1.7503043456030671,0.0,2.1180137181256278,0,0.5,4.163538762786948,0.0,0,0.0,0.0,0.9741281203359621,1806.0,0,0.594407530454042,0,15.231276635281437,-0.3112878712340937,2.0,0
98,car_1,0.0,0.27064996841383515,1209.0,1.791759469228055,0.0,0.0,0.004962779156327543,-5.305789381386738,6,0.0,7.097548850614793,0.0,-1.3394784260511554,0.034739454094292806,-1.5110837438423643,0.07478963260350564,6.0,0.024400532399319743,0.0,0.012638252422491702,0,0.24999999999999997,0.04542010245172763,0.0,0,0.0,0.0,1.2050915969934577,201.5,0,0.7005789909015715,0,-1.4254348453064705,-0.025249066853449523,4.0,0
99,car_2,0.0,0.19313482216708022,1209.0,1.791759469228055,0.0,0.0,0.004962779156327543,-5.305789381386738,6,0.0,7.097548850614793,0.0,-1.350345549556015,0.3068651778329198,-1.5198233656351754,0.0762965783213237,6.0,0.02647177423406024,0.0,-0.0053000342130274415,0,0.5,0.04214711855223684,0.0,0,0.0,0.0,0.8895216424283009,201.5,0,0.6931348221670802,0,-1.434724549050072,-0.045593049690846287,2.0,0
100,cardiotocography_1,0.0,0.3148581871521311,1488.0,3.5553480614894135,0.0,0.0,0.023521505376344086,-3.7498401539036235,35,0.0,7.305188215393037,0.0,292.60337154416715,0.0846774193548387,-1.3525001215600023,50.897615823313856,35.0,3.372324906424809,0.0,2.344959733254342,0,0.3333333333333333,17.164013852947313,0.0,0,0.0,0.0,0.9778261335025397,42.51428571428571,0,0.7775537634408602,0,16.935886353830835,-0.9071943071100114,3.0,0
101,chatfield_4_1,0.0,0.09146341463414634,164.0,2.4849066497880004,0.0,0.0,0.07317073170731707,-2.6149597780361984,12,0.0,5.099866427824199,0.0,2.121036990668471,0.40853658536585363,-1.13798138904853,0.786656187326829,12.0,0.3245201147808631,0.0,0.9473264914188532,0,0.5,1.3637081130534867,0.0,0,0.0,0.0,0.9757256542959977,13.666666666666666,0,0.5914634146341463,0,0.5656503087802806,-0.02416101087228221,2.0,0
102,chscase_adopt_1,0.0,0.24074074074074073,27.0,0.6931471805599453,0.0,0.0,0.07407407407407407,-2.6026896854443837,2,0.0,3.295836866004329,0.0,20.01933959469918,0.25925925925925924,8.738289201608694,5.6405251965452425,2.0,0.7394343967890458,0.0,3.859399537549026,0,0.5,4.598833934338072,0.0,0,0.0,0.0,0.8256265261578954,13.5,0,0.7407407407407407,0,14.378814398153937,3.11996514075998,2.0,0
103,chscase_census2_1,0.0,0.0035714285714285587,280.0,1.9459101490553132,0.0,0.0,0.025,-3.6888794541139363,7,0.0,5.634789603169249,0.0,13.31780341231189,0.49642857142857144,0.38027921145458743,4.718353872049483,7.0,0.8317326024301734,0.0,1.2523457801007631,0,0.5,2.705172302596283,0.0,0,0.0,0.0,0.9999631962421186,40.0,0,0.5035714285714286,0,4.4168505108347444,0.3975037758496161,2.0,0
104,chscase_census3_1,0.0,0.0464285714285714,280.0,1.9459101490553132,0.0,0.0,0.025,-3.6888794541139363,7,0.0,5.634789603169249,0.0,1.3351419847197041,0.45357142857142857,-0.2884847006457196,0.4842807023251912,7.0,0.1926255505319475,0.0,-0.06635536554185345,0,0.5,0.18674301541620517,0.0,0,0.0,0.0,0.9937712485448208,40.0,0,0.5464285714285714,0,0.23673837063440262,-0.44733371912641834,2.0,0
105,chscase_census4_1,0.0,0.014285714285714263,280.0,1.9459101490553132,0.0,0.0,0.025,-3.6888794541139363,7,0.0,5.634789603169249,0.0,2.01332638354208,0.4857142857142857,-0.22055442614637144,0.6550490389518615,7.0,0.27763468263067587,0.0,0.6422558958779648,0,0.5,1.2013559990472453,0.0,0,0.0,0.0,0.9994110647387552,40.0,0,0.5142857142857142,0,0.5380344522615222,0.289806462574684,2.0,0
106,chscase_census5_1,0.0,0.017857142857142877,280.0,1.9459101490553132,0.0,0.0,0.025,-3.6888794541139363,7,0.0,5.634789603169249,0.0,8.677089427728685,0.48214285714285715,-0.4359110871386962,3.0546722610719077,7.0,0.6414266953283833,0.0,-0.15159029233503937,0,0.5,0.41597607065722253,0.0,0,0.0,0.0,0.9990797181805819,40.0,0,0.5178571428571429,0,1.2130007848179543,-1.6789838492354665,2.0,0
107,chscase_census6_1,0.0,0.09285714285714286,280.0,1.791759469228055,0.0,0.0,0.02142857142857143,-3.8430301339411947,6,0.0,5.634789603169249,0.0,45.00281429627726,0.40714285714285714,2.871178769347294,15.553953748012688,6.0,1.4929376927167795,0.0,3.6729093521120215,0,0.5,5.798436322791513,0.0,0,0.0,0.0,0.9749758483079306,46.666666666666664,0,0.5928571428571429,0,21.734224193474986,1.6356093561367329,2.0,0
108,chscase_funds_1,0.0,0.003875968992248069,129.0,0.6931471805599453,0.0,0.0,0.015503875968992248,-4.1666652238017265,2,0.0,4.859812404361672,0.0,0.8002064120328374,0.49612403100775193,-1.234861934292453,1.017534173162645,2.0,0.4519299067142525,0.0,0.248273881299495,0,0.5,0.7002037880137475,0.0,0,0.0,0.0,0.9999566519593042,64.5,0,0.5038759689922481,0,-0.21732776112980778,-0.20365602541475752,2.0,0
109,chscase_geyser1_1,0.0,0.12580645161290324,155.0,0.6931471805599453,0.0,0.0,0.012903225806451613,-4.350277936359301,2,0.0,5.043425116919247,0.0,-1.159136069641384,0.3741935483870968,-1.6528382064813907,0.24685106842000337,2.0,0.3111700701841685,0.0,-0.31209566154783547,0,0.5,-0.0009255913636669372,0.0,0,0.0,0.0,0.9538376735997177,77.5,0,0.6258064516129033,0,-1.4059871380613873,-0.623265731732004,2.0,0
110,chscase_health_1,0.0,0.07142857142857142,35.0,1.0986122886681098,0.0,0.0,0.08571428571428572,-2.456735772821304,3,0.0,3.5553480614894135,0.0,0.36216869012743036,0.42857142857142855,-1.39013652240058,0.7364104607564301,3.0,0.13418825681857305,0.0,-0.06193826469735519,0,0.5,0.053938299513361584,0.0,0,0.0,0.0,0.9852281360342515,11.666666666666666,0,0.5714285714285714,0,-0.6375519279142159,-0.2500272241042578,2.0,0
111,chscase_vine1_1,0.0,0.02777777777777779,36.0,2.1972245773362196,0.0,0.0,0.25,-1.3862943611198906,9,0.0,3.58351893845611,0.0,0.3072131662194386,0.4722222222222222,-1.2911110213968942,0.5144598896412155,9.0,0.40550421697568345,0.0,0.044013024726863845,0,0.5,0.6585983304547002,0.0,0,0.0,0.0,0.997772472089982,4.0,0,0.5277777777777778,0,-0.6136050542207132,-0.7399766080815269,2.0,0
112,chscase_vine2_1,0.0,0.06269113149847094,327.0,0.6931471805599453,0.0,0.0,0.0061162079510703364,-5.096812990337308,2,0.0,5.7899601708972535,0.0,-1.148811972157225,0.43730886850152906,-1.2549331665528456,0.05306059719781031,2.0,0.020000166375214314,0.0,-0.05145457480390103,0,0.5,-0.03145440842868672,0.0,0,0.0,0.0,0.9886300026424248,163.5,0,0.5626911314984709,0,-1.2018725693550354,-0.07145474117911535,2.0,0
113,climate-model-simulation-crashes_1,0.0,0.417989417989418,378.0,2.995732273553991,0.0,0.0,0.05291005291005291,-2.9391619220655967,20,0.0,5.934894195619588,0.0,-1.1223145418455691,0.082010582010582,-1.5337503190939261,0.08190194052489919,20.0,0.0479888515806842,0.0,0.010158324684134783,0,0.5,0.09848035444742205,0.0,0,0.0,0.0,0.4092242801294069,18.9,0,0.917989417989418,0,-1.2096593881138367,-0.07258148631015722,2.0,0
114,cloud_1,0.0,0.20666666666666667,75.0,1.9459101490553132,0.0,0.0,0.09333333333333334,-2.371577964480997,7,0.0,4.31748811353631,0.0,1.4245299591264633,0.29333333333333333,-1.9992887624466569,1.027340819237458,7.0,0.37910485750896644,0.0,0.602571534834282,0,0.5,1.0397722486849597,0.0,0,0.0,0.0,0.8729882944709463,10.714285714285714,0,0.7066666666666667,0,-0.18182178860842615,0.02666903735313304,2.0,0
115,cm1_req_1,0.0,0.3225806451612903,62.0,2.0794415416798357,0.0,0.0,0.12903225806451613,-2.0476928433652555,8,0.0,4.127134385045092,0.0,3.984415584415588,0.1774193548387097,-3.0,2.4907499414157446,8.0,0.8305801273510537,0.0,1.5324936737113986,0,0.5,2.446306518900603,0.0,0,0.0,0.0,0.6743988870714471,7.75,0,0.8225806451612904,0,1.5704716981512927,0.0,2.0,0
116,cmc_1,0.0,0.08049982003825934,1031.0,2.1972245773362196,0.0,0.0,0.008729388942774006,-4.74105990668074,9,0.0,6.93828448401696,0.0,8.299795517528992,0.2318137730358875,-1.3073937040155343,2.8241427741007112,9.0,1.4662575864695553,0.0,-0.1287686239561071,0,0.3333333333333333,3.2093294498273295,0.0,0,0.0,0.0,1.5418519078630386,114.55555555555556,0,0.42870999030067897,0,0.9557186195119106,-1.9148410323316747,3.0,0
117,cmc_2,0.0,0.07225994180407369,1031.0,2.1972245773362196,0.0,0.0,0.008729388942774006,-4.74105990668074,9,0.0,6.93828448401696,0.0,8.645370625516671,0.4277400581959263,-1.2880091640607487,2.9301447725132777,9.0,1.4490583099690488,0.0,-0.12718930679282245,0,0.5,3.262724417648029,0.0,0,0.0,0.0,0.9848810499598671,114.55555555555556,0,0.5722599418040737,0,0.8302135088216566,-1.9251757230228006,2.0,0
118,collins_1,0.0,0.33999999999999997,350.0,3.091042453358316,0.0,0.0,0.06285714285714286,-2.7668907011251433,22,0.0,5.857933154483459,0.0,35.196898236943255,0.16,-3.0,7.520233812661067,22.0,1.0747672246133992,0.0,0.994713456934977,0,0.5,4.870632441412998,0.0,0,0.0,0.0,0.6343095546405662,15.909090909090908,0,0.84,0,2.7013536906891926,-0.03583059057097137,2.0,0
